Temperature,Weather,Weather_Code,UpperWear_Male,LowerWear_Male,Footwear_Male,UpperWear_Female,LowerWear_Female,Footwear_Female
-2,Clear,542,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-2,Clouds,543,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-2,Clouds,544,Polo,Chinos,Loafers,Sweater,Jeans,Boots
-2,Clouds,545,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
-2,Rainy,546,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
-2,Rainy,547,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
-2,Rainy,548,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-2,Drizzle,549,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
-2,Drizzle,550,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
-2,Drizzle,551,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-2,Thunderstorm,552,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
-2,Thunderstorm,553,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
-2,Thunderstorm,554,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
-2,Snow,555,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
-2,Snow,556,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
-2,Snow,557,Sweater,Jeans,Boots,Sweater,Jeans,Boots
-2,Foggy,558,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-2,Foggy,559,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-2,Foggy,560,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-2,Haze,561,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-2,Haze,562,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-2,Haze,563,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-2,Windy,564,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-2,Windy,565,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-2,Windy,566,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-2,Tornado,567,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-2,Tornado,568,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-2,Tornado,569,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-1,Clear,570,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-1,Clear,571,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
-1,Clear,572,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-1,Clouds,573,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-1,Clouds,574,Polo,Chinos,Loafers,Sweater,Jeans,Boots
-1,Clouds,575,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
-1,Rainy,576,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
-1,Rainy,577,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
-1,Rainy,578,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-1,Drizzle,579,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
-1,Drizzle,580,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
-1,Drizzle,581,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-1,Thunderstorm,582,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
-1,Thunderstorm,583,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
-1,Thunderstorm,584,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
-1,Snow,585,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
-1,Snow,586,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
-1,Snow,587,Sweater,Jeans,Boots,Sweater,Jeans,Boots
-1,Foggy,588,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-1,Foggy,589,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-1,Foggy,590,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-1,Haze,591,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-1,Haze,592,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-1,Haze,593,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-1,Windy,594,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-1,Windy,595,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-1,Windy,596,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-1,Tornado,597,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-1,Tornado,598,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-1,Tornado,599,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
0,Clear,600,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
0,Clear,601,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
0,Clear,602,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
0,Clouds,603,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
0,Clouds,604,Polo,Chinos,Loafers,Sweater,Jeans,Boots
0,Clouds,605,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
0,Rainy,606,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
0,Rainy,607,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
0,Rainy,608,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
0,Drizzle,609,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
0,Drizzle,610,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
0,Drizzle,611,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
0,Thunderstorm,612,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
0,Thunderstorm,613,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
0,Thunderstorm,614,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
0,Snow,615,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
0,Snow,616,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
0,Snow,617,Sweater,Jeans,Boots,Sweater,Jeans,Boots
0,Foggy,618,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
0,Foggy,619,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
0,Foggy,620,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
0,Haze,621,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
0,Haze,622,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
0,Haze,623,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
0,Windy,624,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
0,Windy,625,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
0,Windy,626,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
0,Tornado,627,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
0,Tornado,628,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
0,Tornado,629,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
1,Clear,630,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
1,Clear,631,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
1,Clear,632,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
1,Clouds,633,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
1,Clouds,634,Polo,Chinos,Loafers,Sweater,Jeans,Boots
1,Clouds,635,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
1,Rainy,636,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
1,Rainy,637,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
1,Rainy,638,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
1,Drizzle,639,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
1,Drizzle,640,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
1,Drizzle,641,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
1,Thunderstorm,642,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
1,Thunderstorm,643,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
1,Thunderstorm,644,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
1,Snow,645,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
1,Snow,646,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
1,Snow,647,Sweater,Jeans,Boots,Sweater,Jeans,Boots
1,Foggy,648,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
1,Foggy,649,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
1,Foggy,650,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
1,Haze,651,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
1,Haze,652,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
1,Haze,653,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
1,Windy,654,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
1,Windy,655,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
1,Windy,656,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
1,Tornado,657,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
1,Tornado,658,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
1,Tornado,659,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
2,Clear,660,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
2,Clear,661,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
2,Clear,662,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
2,Clouds,663,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
2,Clouds,664,Polo,Chinos,Loafers,Sweater,Jeans,Boots
2,Clouds,665,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
2,Rainy,666,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
2,Rainy,667,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
2,Rainy,668,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
2,Drizzle,669,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
2,Drizzle,670,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
2,Drizzle,671,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
2,Thunderstorm,672,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
2,Thunderstorm,673,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
2,Thunderstorm,674,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
2,Snow,675,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
2,Snow,676,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
2,Snow,677,Sweater,Jeans,Boots,Sweater,Jeans,Boots
2,Foggy,678,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
2,Foggy,679,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
2,Foggy,680,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
2,Haze,681,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
2,Haze,682,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
2,Haze,683,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
2,Windy,684,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
2,Windy,685,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
2,Windy,686,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
2,Tornado,687,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
2,Tornado,688,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
2,Tornado,689,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
3,Clear,690,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
3,Clear,691,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
3,Clear,692,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
3,Clouds,693,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
3,Clouds,694,Polo,Chinos,Loafers,Sweater,Jeans,Boots
3,Clouds,695,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
3,Rainy,696,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
3,Rainy,697,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
3,Rainy,698,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
3,Drizzle,699,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
3,Drizzle,700,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
3,Drizzle,701,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
3,Thunderstorm,702,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
3,Thunderstorm,703,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
3,Thunderstorm,704,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
3,Snow,705,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
3,Snow,706,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
3,Snow,707,Sweater,Jeans,Boots,Sweater,Jeans,Boots
3,Foggy,708,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
3,Foggy,709,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
3,Foggy,710,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
3,Haze,711,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
3,Haze,712,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
3,Haze,713,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
3,Windy,714,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
3,Windy,715,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
3,Windy,716,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
3,Tornado,717,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
3,Tornado,718,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
3,Tornado,719,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
4,Clear,720,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
4,Clear,721,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
4,Clear,722,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
4,Clouds,723,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
4,Clouds,724,Polo,Chinos,Loafers,Sweater,Jeans,Boots
4,Clouds,725,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
4,Rainy,726,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
4,Rainy,727,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
4,Rainy,728,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
4,Drizzle,729,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
4,Drizzle,730,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
4,Drizzle,731,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
4,Thunderstorm,732,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
4,Thunderstorm,733,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
4,Thunderstorm,734,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
4,Snow,735,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
4,Snow,736,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
4,Snow,737,Sweater,Jeans,Boots,Sweater,Jeans,Boots
4,Foggy,738,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
4,Foggy,739,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
4,Foggy,740,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
4,Haze,741,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
4,Haze,742,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
4,Haze,743,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
4,Windy,744,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
4,Windy,745,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
4,Windy,746,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
4,Tornado,747,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
4,Tornado,748,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
4,Tornado,749,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
5,Clear,750,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
5,Clear,751,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
5,Clear,752,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
5,Clouds,753,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
5,Clouds,754,Polo,Chinos,Loafers,Sweater,Jeans,Boots
5,Clouds,755,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
5,Rainy,756,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
5,Rainy,757,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
5,Rainy,758,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
5,Drizzle,759,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
5,Drizzle,760,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
5,Drizzle,761,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
5,Thunderstorm,762,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
5,Thunderstorm,763,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
5,Thunderstorm,764,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
5,Snow,765,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
5,Snow,766,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
5,Snow,767,Sweater,Jeans,Boots,Sweater,Jeans,Boots
5,Foggy,768,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
5,Foggy,769,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
5,Foggy,770,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
5,Haze,771,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
5,Haze,772,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
5,Haze,773,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
5,Windy,774,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
5,Windy,775,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
5,Windy,776,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
5,Tornado,777,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
5,Tornado,778,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
5,Tornado,779,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
6,Clear,780,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
6,Clear,781,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
6,Clear,782,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
6,Clouds,783,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
6,Clouds,784,Polo,Chinos,Loafers,Sweater,Jeans,Boots
6,Clouds,785,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
6,Rainy,786,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
6,Rainy,787,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
6,Rainy,788,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
6,Drizzle,789,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
6,Drizzle,790,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
6,Drizzle,791,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
6,Thunderstorm,792,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
6,Thunderstorm,793,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
6,Thunderstorm,794,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
6,Snow,795,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
6,Snow,796,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
6,Snow,797,Sweater,Jeans,Boots,Sweater,Jeans,Boots
6,Foggy,798,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
6,Foggy,799,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
6,Foggy,800,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
6,Haze,801,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
6,Haze,802,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
6,Haze,803,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
6,Windy,804,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
6,Windy,805,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
6,Windy,806,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
6,Tornado,807,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
6,Tornado,808,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
6,Tornado,809,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
7,Clear,810,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
7,Clear,811,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
7,Clear,812,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
7,Clouds,813,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
7,Clouds,814,Polo,Chinos,Loafers,Sweater,Jeans,Boots
7,Clouds,815,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
7,Rainy,816,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
7,Rainy,817,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
